iter	Passed	Remaining
131	15604	102613
132	15745	102644
133	15844	102398
134	15942	102147
135	16085	102189
136	16198	102040
137	16304	101844
138	16413	101669
139	16525	101513
140	16626	101291
141	16761	101276
142	16877	101149
143	16988	100987
144	17128	101001
145	17256	100937
146	17373	100811
147	17479	100625
148	17599	100518
149	17733	100490
150	17823	100215
151	17943	100107
152	18072	100049
153	18196	99962
154	18352	100051
155	18465	99901
156	18583	99783
157	18691	99608
158	18832	99611
159	18941	99440
160	19059	99324
161	19211	99376
162	19322	99221
163	19462	99213
164	19569	99034
165	19711	99034
166	19826	98895
167	19926	98685
168	20038	98532
169	20188	98569
170	20289	98361
171	20403	98222
172	20580	98383
173	20698	98260
174	20798	98051
175	20923	97958
176	21044	97852
177	21156	97701
178	21292	97661
179	21406	97518
180	21523	97388
181	21625	97195
182	21774	97211
183	21882	97042
184	22021	97013
185	22121	96813
186	22243	96707
187	22338	96483
188	22461	96381
189	22569	96217
190	22710	96190
191	22817	96023
192	22923	95850
193	23041	95730
194	23157	95596
195	23290	95539
196	23431	95511
197	23553	95402
198	23705	95418
199	23820	95280
200	23961	95249
201	24078	95120
202	24199	95010
203	24304	94835
204	24430	94742
205	24569	94699
206	24715	94681
207	24870	94701
208	24991	94585
209	25104	94441
210	25206	94254
211	25317	94103
212	25479	94142
213	25589	93986
214	25708	93865
215	25846	93812
216	25950	93637
217	26069	93517
218	26212	93477
219	26315	93300
220	26431	93168
221	26550	93044
222	26668	92921
223	26783	92784
224	26906	92677
225	27044	92622
226	27161	92492
227	27279	92368
228	27396	92238
229	27516	92121
230	27629	91978
231	27744	91845
232	27862	91719
233	27975	91577
234	28107	91498
235	28248	91448
236	28384	91382
237	28500	91249
238	28613	91107
239	28735	90995
240	28845	90844
241	28959	90706
242	29067	90551
243	29214	90517
244	29355	90462
245	29484	90372
246	29619	90296
247	29731	90154
248	29833	89978
249	29975	89927
250	30131	89913
251	30243	89770
252	30391	89731
253	30525	89654
254	30634	89499
255	30739	89337
256	30887	89296
257	31001	89159
258	31112	89013
259	31265	88986
260	31405	88922
261	31565	88914
262	31692	88812
263	31801	88658
264	31904	88489
265	32025	88370
266	32183	88354
267	32307	88243
268	32424	88112
269	32579	88085
270	32692	87945
271	32801	87792
272	32935	87707
273	33075	87638
274	33216	87570
275	33335	87446
276	33471	87364
277	33593	87247
278	33708	87111
279	33848	87039
280	33998	86991
281	34141	86928
282	34252	86780
283	34399	86726
284	34514	86589
285	34625	86443
286	34761	86358
287	34896	86270
288	34990	86083
289	35125	85997
290	35230	85836
291	35360	85736
292	35477	85607
293	35627	85554
294	35751	85440
295	35890	85360
296	35993	85197
297	36102	85046
298	36233	84948
299	36350	84818
300	36490	84739
301	36603	84601
302	36773	84591
303	36887	84451
304	36992	84293
305	37122	84193
306	37251	84088
307	37365	83951
308	37487	83830
309	37600	83690
310	37718	83561
311	37826	83413
312	37951	83300
313	38071	83175
314	38176	83017
315	38297	82898
316	38411	82761
317	38542	82660
318	38669	82551
319	38783	82415
320	38905	82295
321	39052	82229
322	39174	82108
323	39281	81956
324	39421	81876
325	39588	81848
326	39699	81705
327	39801	81544
328	39915	81409
329	40050	81314
330	40148	81146
331	40290	81066
332	40430	80982
333	40540	80838
334	40728	80849
335	40841	80709
336	40947	80559
337	41061	80421
338	41179	80294
339	41294	80160
340	41406	80019
341	41559	79959
342	41686	79848
343	41820	79751
344	41930	79606
345	42050	79482
346	42180	79377
347	42290	79233
348	42428	79143
349	42547	79017
350	42655	78870
351	42763	78723
352	42878	78589
353	42994	78458
354	43134	78370
355	43253	78244
356	43378	78130
357	43488	77987
358	43621	77886
359	43795	77858
360	43901	77709
361	43999	77546
362	44103	77394
363	44227	77276
364	44354	77165
365	44499	77083
366	44654	77019
367	44755	76862
368	44902	76783
369	45010	76639
370	45156	76559
371	45267	76419
372	45385	76291
373	45500	76159
374	45637	76062
375	45747	75921
376	45884	75824
377	45994	75684
378	46103	75541
379	46274	75500
380	46386	75362
381	46501	75230
382	46665	75177
383	46748	74993
384	46863	74860
385	47013	74783
386	47134	74660
387	47260	74544
388	47371	74405
389	47476	74257
390	47586	74117
391	47700	73985
392	47810	73844
393	47951	73752
394	48074	73633
395	48231	73564
396	48335	73416
397	48446	73278
398	48548	73126
399	48708	73062
400	48841	72958
401	48955	72824
402	49065	72685
403	49197	72578
404	49310	72443
405	49461	72365
406	49570	72225
407	49681	72086
408	49792	71949
409	49901	71809
410	50068	71753
411	50209	71657
412	50335	71542
413	50449	71408
414	50566	71279
415	50695	71168
416	50819	71049
417	50925	70906
418	51046	70782
419	51157	70646
420	51271	70513
421	51376	70369
422	51490	70236
423	51612	70115
424	51773	70046
425	51898	69928
426	52012	69796
427	52138	69680
428	52257	69554
429	52366	69416
430	52486	69291
431	52603	69163
432	52720	69035
433	52820	68886
434	52944	68767
435	53096	68683
436	53226	68573
437	53340	68441
438	53482	68345
439	53597	68214
440	53722	68097
441	53843	67974
442	53954	67839
443	54104	67752
444	54219	67621
445	54336	67493
446	54455	67369
447	54597	67272
448	54718	67148
449	54835	67020
450	54965	66909
451	55109	66814
452	55219	66677
453	55328	66539
454	55463	66434
455	55635	66371
456	55765	66259
457	55906	66159
458	56010	66016
459	56155	65921
460	56262	65781
461	56404	65683
462	56524	65559
463	56663	65456
464	56768	65314
465	56883	65184
466	56995	65050
467	57136	64950
468	57253	64821
469	57361	64684
470	57474	64552
471	57585	64417
472	57711	64299
473	57812	64154
474	57922	64019
475	58036	63888
476	58165	63774
477	58275	63640
478	58391	63511
479	58507	63383
480	58621	63253
481	58756	63144
482	58875	63020
483	59010	62911
484	59117	62774
485	59231	62643
486	59369	62539
487	59486	62412
488	59839	62531
489	59950	62397
490	60093	62296
491	60211	62169
492	60320	62033
493	60434	61902
494	60567	61790
495	60684	61663
496	60790	61524
497	60902	61391
498	61024	61268
499	61154	61154
500	61260	61015
501	61393	60903
502	61510	60776
503	61619	60641
504	61730	60508
505	61842	60375
506	61962	60251
507	62098	60142
508	62211	60011
509	62341	59896
510	62477	59787
511	62583	59650
512	62711	59533
513	62861	59437
514	62966	59298
515	63116	59202
516	63292	59130
517	63422	59015
518	63532	58880
519	63645	58749
520	63780	58638
521	63932	58543
522	64069	58433
523	64161	58284
524	64267	58146
525	64402	58035
526	64522	57910
527	64643	57787
528	64752	57652
529	64854	57512
530	64986	57398
531	65120	57286
532	65234	57157
533	65352	57030
534	65514	56942
535	65618	56803
536	65731	56673
537	65831	56531
538	65954	56409
539	66051	56266
540	66166	56137
541	66289	56015
542	66405	55887
543	66521	55760
544	66689	55676
545	66825	55565
546	66955	55449
547	67057	55309
548	67148	55162
549	67283	55050
550	67391	54916
551	67538	54814
552	67652	54685
553	67776	54564
554	67895	54438
555	68022	54320
556	68149	54201
557	68258	54068
558	68411	53970
559	68551	53861
560	68677	53742
561	68784	53607
562	68889	53472
563	69048	53378
564	69175	53258
565	69286	53127
566	69423	53016
567	69565	52908
568	69703	52798
569	69806	52660
570	69946	52551
571	70082	52439
572	70215	52324
573	70330	52196
574	70446	52068
575	70551	51933
576	70689	51822
577	70815	51702
578	70898	51551
579	71017	51426
580	71138	51303
581	71280	51194
582	71427	51089
583	71530	50953
584	71620	50807
585	71742	50684
586	71873	50568
587	72036	50474
588	72152	50347
589	72297	50240
590	72407	50109
591	72518	49978
592	72661	49870
593	72787	49750
594	72897	49619
595	73055	49520
596	73140	49373
597	73250	49242
598	73356	49108
599	73437	48958
600	73578	48848
601	73683	48714
602	73847	48619
603	74000	48517
604	74130	48398
605	74271	48288
606	74412	48178
607	74588	48090
608	74711	47967
609	74855	47858
610	74998	47748
611	75131	47632
612	75244	47503
613	75401	47402
614	75512	47272
615	75624	47142
616	75708	46995
617	75813	46861
618	75984	46769
619	76060	46617
620	76196	46503
621	76323	46382
622	76448	46261
623	76569	46138
624	76734	46040
625	76821	45896
626	76946	45775
627	77054	45644
628	77218	45545
629	77341	45423
630	77502	45322
631	77623	45198
632	77737	45070
633	77860	44947
634	77979	44822
635	78081	44688
636	78242	44587
637	78386	44476
638	78531	44366
639	78663	44248
640	78775	44119
641	78892	43992
642	78995	43859
643	79112	43733
644	79289	43639
645	79433	43528
646	79584	43421
647	79691	43289
648	79823	43171
649	79982	43067
650	80122	42953
651	80269	42843
652	80376	42711
653	80485	42580
654	80646	42478
655	80728	42333
656	80874	42221
657	80983	42091
658	81082	41956
659	81196	41828
660	81351	41721
661	81468	41595
662	81600	41476
663	81730	41357
664	81873	41244
665	81987	41117
666	82108	40992
667	82243	40875
668	82363	40750
669	82483	40626
670	82646	40522
671	82753	40391
672	82883	40271
673	83013	40151
674	83156	40038
675	83316	39932
676	83423	39801
677	83533	39672
678	83649	39545
679	83805	39438
680	83944	39321
681	84060	39195
682	84215	39086
683	84325	38957
684	84448	38833
685	84596	38721
686	84724	38600
687	84863	38484
688	85007	38370
689	85110	38237
690	85221	38109
691	85343	37985
692	85453	37856
693	85569	37729
694	85718	37617
695	85864	37504
696	86016	37392
697	86162	37279
698	86328	37174
699	86439	37045
700	86559	36920
701	86670	36791
702	86805	36673
703	86917	36544
704	87020	36412
705	87167	36299
706	87336	36194
707	87443	36064
708	87612	35959
709	87713	35826
710	87852	35709
711	87936	35569
712	88050	35442
713	88165	35315
714	88316	35203
715	88438	35079
716	88559	34954
717	88694	34835
718	88822	34713
719	88936	34586
720	89084	34472
721	89234	34359
722	89375	34242
723	89546	34136
724	89673	34014
725	89772	33881
726	89923	33767
727	90037	33640
728	90162	33517
729	90305	33400
730	90464	33289
731	90595	33168
732	90700	33038
733	90814	32910
734	90958	32794
735	91085	32671
736	91238	32558
737	91348	32430
738	91467	32304
739	91596	32182
740	91725	32060
741	91843	31934
742	91998	31821
743	92086	31685
744	92235	31570
745	92421	31468
746	92547	31344
747	92698	31229
748	92831	31109
749	92988	30996
750	93093	30866
751	93212	30740
752	93366	30626
753	93503	30506
754	93674	30397
755	93752	30258
756	93874	30134
757	94005	30012
758	94118	29884
759	94245	29761
760	94365	29636
761	94479	29509
762	94612	29388
763	94751	29268
764	94894	29150
765	95032	29030
766	95179	28913
767	95339	28800
768	95496	28686
769	95616	28560
770	95726	28432
771	95837	28304
772	95948	28176
773	96073	28052
774	96179	27923
775	96314	27802
776	96426	27674
777	96566	27555
778	96726	27440
779	96831	27311
780	96973	27192
781	97106	27070
782	97242	26949
783	97372	26827
784	97501	26704
785	97638	26583
786	97753	26456
787	97863	26328
788	97976	26201
789	98091	26074
790	98207	25948
791	98342	25827
792	98461	25701
793	98603	25582
794	98748	25463
795	98898	25345
796	99010	25218
797	99153	25098
798	99290	24977
799	99432	24858
800	99566	24736
801	99664	24605
802	99811	24486
803	99946	24365
804	100052	24236
805	100199	24117
806	100347	23998
807	100489	23878
808	100624	23756
809	100768	23637
810	100892	23512
811	101036	23392
812	101154	23266
813	101308	23149
814	101435	23025
815	101555	22899
816	101675	22774
817	101798	22649
818	101970	22535
819	102077	22407
820	102203	22283
821	102338	22160
822	102451	22033
823	102589	21912
824	102690	21782
825	102829	21661
826	102961	21538
827	103076	21412
828	103197	21286
829	103328	21163
830	103456	21039
831	103636	20926
832	103787	20807
833	103898	20680
834	104053	20561
835	104174	20436
836	104339	20319
837	104479	20197
838	104605	20073
839	104706	19944
840	104865	19825
841	104988	19700
842	105148	19582
843	105294	19461
844	105437	19340
845	105576	19218
846	105684	19090
847	105801	18964
848	106096	18869
849	106268	18753
850	106397	18628
851	106589	18515
852	106816	18407
853	106952	18284
854	107140	18169
855	107357	18060
856	107528	17942
857	107665	17818
858	107814	17697
859	107940	17571
860	108051	17443
861	108203	17322
862	108282	17189
863	108398	17062
864	108528	16937
865	108665	16814
866	108785	16688
867	108939	16566
868	109075	16442
869	109189	16315
870	109318	16190
871	109451	16066
872	109597	15943
873	109711	15816
874	109816	15688
875	109923	15559
876	110037	15432
877	110140	15304
878	110251	15176
879	110394	15053
880	110561	14934
881	110706	14811
882	110860	14689
883	111007	14566
884	111141	14442
885	111228	14311
886	111318	14181
887	111441	14055
888	111571	13930
889	111686	13803
890	111827	13680
891	111967	13556
892	112119	13434
893	112253	13309
894	112362	13182
895	112527	13061
896	112650	12935
897	112737	12805
898	112846	12677
899	112982	12553
900	113128	12430
901	113272	12306
902	113398	12181
903	113582	12061
904	113743	11939
905	113870	11814
906	113986	11687
907	114124	11563
908	114242	11436
909	114376	11311
910	114514	11187
911	114637	11061
912	114757	10935
913	114867	10808
914	115002	10683
915	115130	10557
916	115259	10432
917	115377	10306
918	115534	10183
919	115645	10056
920	115764	9929
921	115887	9803
922	116035	9680
923	116195	9557
924	116336	9432
925	116449	9305
926	116597	9181
927	116709	9055
928	116855	8930
929	116975	8804
930	117127	8680
931	117262	8555
932	117388	8429
933	117514	8303
934	117658	8179
935	117828	8056
936	117956	7930
937	118078	7804
938	118193	7678
939	118349	7554
940	118480	7428
941	118614	7303
942	118732	7176
943	118883	7052
944	118995	6925
945	119114	6799
946	119483	6687
947	119632	6562
948	119771	6436
949	119937	6312
950	120036	6184
951	120173	6059
952	120296	5932
953	120415	5806
954	120544	5680
955	120663	5553
956	120795	5427
957	120911	5300
958	121031	5174
959	121202	5050
960	121325	4923
961	121464	4797
962	121582	4671
963	121709	4545
964	121829	4418
965	121934	4291
966	122098	4166
967	122232	4040
968	122393	3915
969	122518	3789
970	122639	3662
971	122770	3536
972	122889	3410
973	123057	3284
974	123222	3159
975	123307	3032
976	123454	2906
977	123617	2780
978	123726	2653
979	123834	2527
980	123978	2401
981	124116	2275
982	124247	2148
983	124380	2022
984	124534	1896
985	124654	1769
986	124788	1643
987	124891	1516
988	125012	1390
989	125144	1264
990	125261	1137
991	125376	1011
992	125512	884
993	125690	758
994	125811	632
995	125990	505
996	126133	379
997	126265	253
998	126399	126
999	126509	0
