iter	RMSE
350	0.7601729555
351	0.7601258667
352	0.7600733441
353	0.7600504158
354	0.7600241537
355	0.7599719281
356	0.7599256345
357	0.7598696444
358	0.7597739451
359	0.7597032078
360	0.7596670748
361	0.7595813027
362	0.7595360315
363	0.7595034524
364	0.7594093228
365	0.7593285361
366	0.7593053484
367	0.7592927761
368	0.7592627701
369	0.7592439613
370	0.7592095308
371	0.7591205199
372	0.7590514137
373	0.7590328769
374	0.7589899538
375	0.7589372627
376	0.7589116216
377	0.758883928
378	0.7588666089
379	0.758834934
380	0.7587517874
381	0.7587304863
382	0.75869279
383	0.7586756631
384	0.7585909999
385	0.7585259676
386	0.7584999462
387	0.758456778
388	0.7583623669
389	0.7582900816
390	0.7582617339
391	0.7582197297
392	0.758072072
393	0.758046503
394	0.7579526929
395	0.7579281454
396	0.7577814764
397	0.7577337651
398	0.75771524
399	0.7576747545
400	0.7575563016
401	0.7575165175
402	0.7575048204
403	0.7574913843
404	0.7574826064
405	0.7574270277
406	0.757351941
407	0.7572384429
408	0.7572199546
409	0.7571749613
410	0.7571453463
411	0.7570704173
412	0.7570476173
413	0.7570247627
414	0.757006563
415	0.7569256567
416	0.7568872841
417	0.7568025226
418	0.7567232636
419	0.7566729146
420	0.7565865339
421	0.7565456125
422	0.7565123792
423	0.7564939612
424	0.7564754958
425	0.7564519598
426	0.7564190327
427	0.7563676218
428	0.7562582294
429	0.7561881882
430	0.7561164995
431	0.7560666079
432	0.7560245995
433	0.7559844994
434	0.7559688676
435	0.7559424932
436	0.7559245012
437	0.7558555001
438	0.7558234412
439	0.7557772189
440	0.7557564162
441	0.7557094661
442	0.7556713202
443	0.7556384445
444	0.7555488859
445	0.7555180021
446	0.7554938157
447	0.7554683057
448	0.7554608252
449	0.7554069615
450	0.755321375
451	0.7552927988
452	0.7552339011
453	0.7552178175
454	0.7552070679
455	0.7551645377
456	0.7551490913
457	0.7551051195
458	0.7550983769
459	0.7550508346
460	0.7550307886
461	0.7549704254
462	0.7549372319
463	0.754841536
464	0.7547148712
465	0.7546761032
466	0.7546581807
467	0.7546372721
468	0.7545605177
469	0.7545176743
470	0.7544968887
471	0.7543987439
472	0.7543788779
473	0.7543077592
474	0.7542954009
475	0.7542783055
476	0.7542524662
477	0.7541893991
478	0.7541246654
479	0.7540911883
480	0.7540317281
481	0.7540072654
482	0.7539986845
483	0.7539756853
484	0.7539432523
485	0.7538501655
486	0.7538330783
487	0.7538209883
488	0.7538073416
489	0.7537902441
490	0.7537471918
491	0.7537282296
492	0.7536935308
493	0.7536780404
494	0.7536367836
495	0.7536039726
496	0.7535556797
497	0.7535327085
498	0.753520474
499	0.7534892972
500	0.7534757264
501	0.7534451217
502	0.753416661
503	0.7533389302
504	0.7532970692
505	0.7532712283
506	0.7532625862
507	0.753237586
508	0.7531416289
509	0.7531257512
510	0.7531020746
511	0.753093005
512	0.7530665064
513	0.7530390126
514	0.7530177781
515	0.7529788241
516	0.7529614629
517	0.7529391509
518	0.7528982941
519	0.7528603017
520	0.7528085423
521	0.7527721637
522	0.7527490939
523	0.752731422
524	0.7526913196
525	0.7526167392
526	0.7525883474
527	0.7525050874
528	0.7524904959
529	0.7524476996
530	0.7523970288
531	0.7523253898
532	0.7522972503
533	0.7522836497
534	0.7522596974
535	0.7522377445
536	0.7522108357
537	0.7521854414
538	0.7521638938
539	0.7520932198
540	0.7520393587
541	0.7519885126
542	0.7519661339
543	0.7519310298
544	0.7519150284
545	0.7518894803
546	0.7518755319
547	0.7518595655
548	0.7518110831
549	0.7517932384
550	0.7517604113
551	0.7517429159
552	0.7517107823
553	0.7516991567
554	0.7516333217
555	0.7515717859
556	0.7515475735
557	0.751442015
558	0.7514181242
559	0.7514006014
560	0.7513942539
561	0.7513374033
562	0.7513070716
563	0.7512965095
564	0.7512901887
565	0.7512283247
566	0.7512095438
567	0.7511890537
568	0.7511445198
569	0.751138539
570	0.7511225572
571	0.7511003335
572	0.7510877448
573	0.7510557934
574	0.7509873194
575	0.7509646987
576	0.7509205041
577	0.750906851
578	0.7508896024
579	0.7508681186
580	0.7508195624
581	0.7507980256
582	0.7507422045
583	0.7506837934
584	0.7506657579
585	0.7506542231
586	0.750633366
587	0.7505940454
588	0.7505793233
589	0.7505548931
590	0.7505075865
591	0.7504579063
592	0.7504513699
593	0.7504362626
594	0.7503967467
595	0.7503449298
596	0.7503306051
597	0.7502796506
598	0.7502622077
599	0.7502487323
600	0.7502306319
601	0.7501838531
602	0.7501682627
603	0.7501480973
604	0.7500914522
605	0.750073174
606	0.7500612802
607	0.7500518033
608	0.7500057846
609	0.7499757455
610	0.7499385609
611	0.7499116602
612	0.7498611058
613	0.7498477528
614	0.7498104225
615	0.7497999606
616	0.749758505
617	0.7497252583
618	0.7497017732
619	0.7496796748
620	0.7496584858
621	0.749635563
622	0.7496092021
623	0.749584443
624	0.7495736718
625	0.749548919
626	0.7495434024
627	0.74952378
628	0.7495112726
629	0.7494995911
630	0.7494748596
631	0.7494592887
632	0.7493951519
633	0.749376144
634	0.7493250502
635	0.7493081212
636	0.7492858715
637	0.7492682811
638	0.7492508544
639	0.7492383549
640	0.7492235343
641	0.7491864683
642	0.7491681515
643	0.7491276313
644	0.7491196528
645	0.7490805375
646	0.749064067
647	0.7490376354
648	0.7489995846
649	0.7489891824
650	0.7489587501
651	0.7489431482
652	0.7488827773
653	0.7488626898
654	0.7488538059
655	0.7488466237
656	0.7488126084
657	0.7487988172
658	0.7487703264
659	0.7487141866
660	0.7486915338
661	0.7486657086
662	0.7486529899
663	0.7486404356
664	0.748632137
665	0.7486113042
666	0.7486022117
667	0.7485836118
668	0.7485565662
669	0.7485328316
670	0.7485183926
671	0.7485066135
672	0.7484820997
673	0.748463657
674	0.7484464959
675	0.7484266696
676	0.7484050617
677	0.7483964417
678	0.7483793992
679	0.7483613214
680	0.7483336451
681	0.7482667826
682	0.7482585853
683	0.7482436449
684	0.7482298388
685	0.7482134941
686	0.7482020173
687	0.7481890146
688	0.7481578678
689	0.7481413732
690	0.7481292133
691	0.7480642328
692	0.7480525479
693	0.7480119825
694	0.7479837455
695	0.7479761285
696	0.7479561951
697	0.7479456615
698	0.7479398934
699	0.7479298638
700	0.7479087073
701	0.7478583796
702	0.7478289777
703	0.7478196499
704	0.7477861612
705	0.7477740895
706	0.7477651436
707	0.7477272862
708	0.747711792
709	0.7477006156
710	0.7476741571
711	0.7476450841
712	0.7476297582
713	0.7476182933
714	0.7476066111
715	0.7475957223
716	0.7475820433
717	0.7475750436
718	0.7475671185
719	0.7475513589
720	0.7475331384
721	0.747499673
722	0.7474923369
723	0.7474769393
724	0.747469528
725	0.7474304046
726	0.7474225207
727	0.7473150288
728	0.7472341227
729	0.7472109166
730	0.7472000131
731	0.7471819936
732	0.7471729634
733	0.7471660268
734	0.7471434268
735	0.7471319136
736	0.747123754
737	0.7471038447
738	0.747075382
739	0.7470405355
740	0.7470218957
741	0.7469869723
742	0.7469625111
743	0.7469394797
744	0.7469246968
745	0.7469194397
746	0.7469085478
747	0.7468852868
748	0.7468332343
749	0.7468124399
750	0.7467380365
751	0.7467193816
752	0.746714243
753	0.7467053588
754	0.7466946171
755	0.7466854941
756	0.7466573412
757	0.7465563787
758	0.7465415946
759	0.7464993689
760	0.7464547057
761	0.7464409423
762	0.746392603
763	0.7463877889
764	0.7463780804
765	0.7463677372
766	0.7463562039
767	0.7463266214
768	0.7463146539
769	0.7462574435
770	0.7462431225
771	0.7462349392
772	0.7462166917
773	0.746210543
774	0.7461978567
775	0.7461866273
776	0.7461443632
777	0.7461319843
778	0.7461223636
779	0.7461052012
780	0.7460966708
781	0.7460853078
782	0.7460692209
783	0.7460569697
784	0.746053453
785	0.7460490611
786	0.7460347558
787	0.7459639736
788	0.7459542717
789	0.7459378303
790	0.7459299639
791	0.7458971964
792	0.7458951081
793	0.7458816786
794	0.7458770253
795	0.745868366
796	0.7458171747
797	0.7458103524
798	0.7457961122
799	0.7457768676
800	0.7457579903
801	0.7457521353
802	0.7457484859
803	0.7457380137
804	0.7457262172
805	0.745716358
806	0.7457066409
807	0.7456349715
808	0.7456231046
809	0.7456102999
810	0.7455886573
811	0.7455808268
812	0.7455718731
813	0.7455615128
814	0.7455571865
815	0.7454934215
816	0.7454820103
817	0.745441582
818	0.7454353706
819	0.7454279952
820	0.7454214642
821	0.7454034967
822	0.7453810377
823	0.7453746153
824	0.7453420323
825	0.7453325594
826	0.7452961977
827	0.7452583909
828	0.7452486274
829	0.7452038632
830	0.745200223
831	0.7451909292
832	0.7451735197
833	0.7451636498
834	0.74516158
835	0.7451543515
836	0.7451459499
837	0.7451338751
838	0.7449873754
839	0.7449796258
840	0.7449687175
841	0.7449416495
842	0.7449320335
843	0.7449194737
844	0.7449103208
845	0.7448994359
846	0.7448862161
847	0.7448759912
848	0.7448666218
849	0.74485144
850	0.7448401603
851	0.7448143482
852	0.7447961156
853	0.7447895121
854	0.744772351
855	0.7447633443
856	0.744751754
857	0.744702171
858	0.7446480125
859	0.7446025464
860	0.7445961174
861	0.7445884986
862	0.7445810936
863	0.7445536902
864	0.7445413555
865	0.7445297959
866	0.7445258448
867	0.7445093379
868	0.7445027106
869	0.744488578
870	0.7444819869
871	0.7444712989
872	0.7444584009
873	0.744455074
874	0.7444139061
875	0.7443670672
876	0.7443336717
877	0.7443073075
878	0.7442786057
879	0.7442538182
880	0.7442465077
881	0.7442311837
882	0.7442155727
883	0.7442069865
884	0.7441895969
885	0.7441728841
886	0.7441500491
887	0.744092469
888	0.7440856522
889	0.7440817373
890	0.7440704833
891	0.7440616779
892	0.744051423
893	0.7440449801
894	0.7440245555
895	0.7440046986
896	0.7439911957
897	0.7439773885
898	0.7439232483
899	0.7439044369
900	0.7438927758
901	0.7438788518
902	0.7437861888
903	0.7437706861
904	0.7437473459
905	0.7437459604
906	0.7437376729
907	0.7437255054
908	0.7437020127
909	0.7436898151
910	0.7436766482
911	0.7436666101
912	0.74364735
913	0.7435933814
914	0.7435897295
915	0.743580227
916	0.7435739863
917	0.7435577193
918	0.7435444695
919	0.7434972783
920	0.7434823191
921	0.7433640616
922	0.7433548362
923	0.7433465653
924	0.7433297486
925	0.7432785911
926	0.7432599858
927	0.7432158861
928	0.7432071665
929	0.7431016639
930	0.7430942787
931	0.7430858578
932	0.7429823154
933	0.7429347557
934	0.7429217468
935	0.7429127669
936	0.7428815697
937	0.7428708148
938	0.7428414421
939	0.7428248682
940	0.7428152194
941	0.7427977756
942	0.7427351337
943	0.742723323
944	0.7427091095
945	0.7426958704
946	0.7426950019
947	0.7426861507
948	0.7426684063
949	0.7426487972
950	0.7426432691
951	0.7426378689
952	0.7426300595
953	0.7426116819
954	0.742591147
955	0.7425833523
956	0.7425825914
957	0.7425699133
958	0.7425595417
959	0.7425447511
960	0.7425392471
961	0.7425284908
962	0.74248037
963	0.7424774271
964	0.7424607667
965	0.7424493899
966	0.742439107
967	0.7424344988
968	0.7424272841
969	0.7423949387
970	0.7423904932
971	0.7423844928
972	0.74237233
973	0.7423670577
974	0.7423592998
975	0.7423561103
976	0.7423471547
977	0.7423355849
978	0.7423255965
979	0.7422768223
980	0.7422679056
981	0.7422582395
982	0.7422525838
983	0.7422501175
984	0.7422390489
985	0.7422086121
986	0.7421864416
987	0.7421839726
988	0.7421461313
989	0.7421430467
990	0.7421329914
991	0.7420968676
992	0.7420847182
993	0.742073109
994	0.7420623398
995	0.7420538302
996	0.7420332749
997	0.7420249383
998	0.7420156566
999	0.7420084366
